customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,month
SK27185,California,6672.05628,No,Premium,College,2011-01-16,Employed,F,50537,Rural,Married,165,10.0,35,0.0,1,Personal Auto,Personal L3,Offer1,Branch,60.005031,SUV,Medsize,January
EL93539,California,5757.442258,Yes,Basic,Master,2011-01-31,Employed,M,88997,Rural,Divorced,72,9.0,71,0.0,3,Special Auto,Special L3,Offer2,Branch,174.041566,Four-Door Car,Small,January
GB92679,Nevada,8421.516848,No,Premium,High School or Below,2011-01-05,Employed,F,95139,Rural,Married,103,25.0,27,0.0,6,Personal Auto,Personal L1,Offer1,Agent,34.023132,Four-Door Car,Medsize,January
ZU35962,California,8025.229358,No,Extended,College,2011-01-26,Unemployed,F,0,Rural,Single,77,20.0,26,0.0,2,Personal Auto,Personal L3,Offer3,Branch,25.807685,Two-Door Car,Large,January
JL70559,,5310.861767,,Basic,College,2011-02-02,Unemployed,F,0,Suburban,Married,72,17.0,11,1.0,3,Personal Auto,Personal L1,Offer1,Branch,345.6,Four-Door Car,Small,February
PJ36160,,16272.74322,,Basic,Bachelor,2011-02-09,Employed,M,83589,Urban,Single,103,27.0,65,0.0,2,Personal Auto,Personal L2,Offer3,Agent,366.0396,SUV,Small,February
CZ57208,California,15245.25495,No,Basic,Bachelor,2011-01-01,Employed,F,30205,Suburban,Single,195,24.0,1,0.0,4,Personal Auto,Personal L3,Offer1,Agent,1329.957905,Luxury SUV,Large,January
OF78862,Oregon,3991.727249,No,Extended,College,2011-02-11,Employed,F,54964,Suburban,Married,99,13.0,53,0.0,1,Personal Auto,Personal L2,Offer1,Agent,525.515271,Four-Door Car,Medsize,February
QV59143,Washington,8236.917193,No,Premium,High School or Below,2011-02-02,Unemployed,F,0,Suburban,Married,106,11.0,15,0.0,6,Special Auto,Special L2,Offer1,Web,603.058114,Four-Door Car,Large,February
BV86143,California,21034.01815,No,Basic,High School or Below,2011-02-23,Employed,F,26876,Urban,Married,66,12.0,53,0.0,2,Personal Auto,Personal L2,Offer4,Call Center,219.209762,Four-Door Car,Medsize,February
CJ51511,Arizona,13466.92071,Yes,Basic,High School or Below,2011-02-23,Disabled,F,11432,Suburban,Married,119,,9,,2,Corporate Auto,Corporate L3,Offer2,Agent,571.2,SUV,Small,February
QI99143,California,3092.632781,No,Extended,Bachelor,2011-01-28,Employed,F,31168,Urban,Married,78,14.0,42,0.0,1,Corporate Auto,Corporate L1,Offer1,Agent,289.386343,Four-Door Car,Medsize,January
NZ19529,Arizona,4839.107156,No,Extended,High School or Below,2011-02-22,Unemployed,M,0,Suburban,Single,137,18.0,50,0.0,1,Personal Auto,Personal L1,Offer2,Agent,1227.458548,SUV,Medsize,February
YX90754,Nevada,8539.826923,No,Basic,High School or Below,2011-02-20,Employed,F,55478,Urban,Married,71,,1,,2,Personal Auto,Personal L2,Offer2,Branch,339.399593,Two-Door Car,Medsize,February
PZ89632,Oregon,4735.184474,No,Extended,High School or Below,2011-01-25,Unemployed,F,0,Suburban,Single,134,22.0,68,0.0,1,Personal Auto,Personal L3,Offer3,Agent,964.8,SUV,Medsize,January
OQ20827,California,14203.04178,No,Basic,College,2011-01-24,Employed,M,55593,Urban,Married,182,10.0,48,1.0,9,Corporate Auto,Corporate L2,Offer4,Web,677.63589,Luxury Car,Medsize,January
YO14199,Oregon,2609.877842,No,Basic,High School or Below,2011-02-19,Employed,M,30825,Suburban,Single,68,15.0,21,0.0,1,Personal Auto,Personal L1,Offer3,Web,326.4,Four-Door Car,Small,February
XC72555,Oregon,4475.05212,No,Basic,High School or Below,2011-01-21,Employed,F,97949,Urban,Married,112,9.0,13,3.0,1,Personal Auto,Personal L3,Offer4,Web,324.812083,SUV,Small,January
XY52165,Arizona,3020.424822,No,Basic,College,2011-02-13,Employed,F,78561,Suburban,Married,74,7.0,50,0.0,1,Personal Auto,Personal L1,Offer1,Branch,355.2,Two-Door Car,Medsize,February
SP80065,California,7899.217251,No,Extended,High School or Below,2011-02-12,Employed,F,40032,Suburban,Married,99,18.0,35,0.0,8,Special Auto,Special L3,Offer2,Agent,475.2,Four-Door Car,Medsize,February
IJ28717,Oregon,32098.32209,No,Basic,College,2011-02-13,Employed,M,31503,Suburban,Married,105,,74,,2,Personal Auto,Personal L2,Offer1,Agent,504.0,SUV,Medsize,February
PP97061,Nevada,4282.947971,Yes,Basic,College,2011-02-26,Employed,F,40864,Rural,Married,109,16.0,70,1.0,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,SUV,Medsize,February
MG88768,California,4938.72766,No,Basic,College,2011-02-04,Employed,M,82733,Rural,Married,62,5.0,12,0.0,9,Corporate Auto,Corporate L3,Offer2,Branch,72.101019,Four-Door Car,Medsize,February
PL88841,Arizona,4228.734374,No,Basic,Bachelor,2011-01-12,Unemployed,M,0,Suburban,Married,63,2.0,82,2.0,8,Corporate Auto,Corporate L2,Offer2,Agent,302.4,Two-Door Car,Small,January
WG33213,California,2808.078361,No,Basic,Bachelor,2011-01-23,Employed,F,55005,Suburban,Divorced,70,,39,,1,Personal Auto,Personal L2,Offer4,Call Center,336.0,,,January
XD66024,Arizona,5936.011773,No,Extended,College,2011-01-27,Unemployed,F,0,Suburban,Single,84,,25,,3,Personal Auto,Personal L3,Offer3,Call Center,980.169081,Four-Door Car,Medsize,January
TC18240,Oregon,5020.473987,No,Basic,College,2011-01-29,Employed,M,67890,Urban,Married,63,23.0,26,0.0,3,Personal Auto,Personal L3,Offer1,Agent,174.08854,Four-Door Car,Medsize,January
LX33054,Oregon,6758.807188,No,Basic,High School or Below,2011-02-07,Unemployed,M,0,Suburban,Single,191,22.0,38,0.0,1,Personal Auto,Personal L2,Offer3,Web,2042.569089,Luxury Car,Medsize,February
QR15857,California,4330.799785,No,Basic,College,2011-01-12,Unemployed,F,0,Suburban,Single,61,30.0,35,0.0,3,Personal Auto,Personal L3,Offer3,Agent,292.8,Two-Door Car,Medsize,January
ZN45349,Oregon,4815.020779,No,Basic,College,2011-01-16,Unemployed,M,0,Suburban,Single,66,29.0,58,0.0,8,Personal Auto,Personal L3,Offer1,Branch,711.8026,Two-Door Car,Small,January
HI36042,California,11885.96797,No,Basic,High School or Below,2011-02-07,Unemployed,M,0,Suburban,Married,105,7.0,20,0.0,2,Personal Auto,Personal L3,Offer3,Agent,756.0,SUV,Medsize,February
OQ15169,Washington,5597.12496,Yes,Extended,High School or Below,2011-01-27,Employed,F,37995,Suburban,Married,139,16.0,50,0.0,1,Corporate Auto,Corporate L3,Offer1,Branch,667.2,SUV,Medsize,January
TV25678,Washington,3540.90425,No,Basic,College,2011-02-02,Unemployed,M,0,Suburban,Single,101,24.0,11,0.0,1,Personal Auto,Personal L3,Offer4,Web,727.2,SUV,Medsize,February
ZZ22193,California,5704.679894,No,Basic,Master,2011-01-05,Employed,F,37675,Suburban,Single,71,,80,,3,Personal Auto,Personal L2,Offer1,Agent,380.919824,Four-Door Car,Medsize,January
FP93662,California,15806.53397,No,Extended,Master,2011-02-06,Employed,F,58516,Suburban,Married,98,14.0,75,0.0,2,Corporate Auto,Corporate L2,Offer4,Branch,470.4,Two-Door Car,Large,February
AU71562,Washington,2936.726182,No,Basic,High School or Below,2011-02-11,Employed,F,27179,Suburban,Married,74,32.0,69,0.0,1,Personal Auto,Personal L3,Offer2,Branch,355.2,Four-Door Car,Medsize,February
LV81383,Washington,3731.504584,Yes,Extended,High School or Below,2011-02-24,Unemployed,F,0,Suburban,Married,96,31.0,34,0.0,1,Personal Auto,Personal L2,Offer1,Agent,460.8,Four-Door Car,Large,February
UC69263,,8336.08382,,Basic,Bachelor,2011-02-16,Unemployed,M,0,Suburban,Single,67,10.0,50,2.0,2,Personal Auto,Personal L3,Offer3,Agent,445.265108,Two-Door Car,Medsize,February
PO90615,,2491.257604,,Basic,High School or Below,2011-02-12,Medical Leave,F,25965,Suburban,Divorced,65,23.0,27,0.0,1,Personal Auto,Personal L2,Offer1,Agent,329.206567,Four-Door Car,Medsize,February
MO38507,California,4540.381153,No,Basic,High School or Below,2011-01-22,Employed,M,59556,Suburban,Married,113,11.0,86,0.0,1,Personal Auto,Personal L3,Offer3,Agent,681.505066,Sports Car,Large,January
SC66359,Arizona,4433.97368,No,Basic,College,2011-02-21,Employed,F,50653,Rural,Married,110,,42,,1,Corporate Auto,Corporate L3,Offer4,Agent,262.865172,SUV,Small,February
AT29024,California,4892.628631,No,Basic,High School or Below,2011-01-04,Employed,F,27005,Suburban,Married,61,10.0,72,0.0,7,Corporate Auto,Corporate L2,Offer2,Agent,311.84034,Four-Door Car,Small,January
BU15334,California,4170.687348,Yes,Basic,Master,2011-01-17,Employed,F,29462,Suburban,Single,107,28.0,23,1.0,1,Corporate Auto,Corporate L3,Offer2,Branch,513.6,SUV,Large,January
BJ53923,Arizona,2600.272131,No,Basic,High School or Below,2011-01-20,Employed,M,51978,Rural,Married,66,18.0,81,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,144.782152,Four-Door Car,Medsize,January
DQ98402,Nevada,3644.833554,Yes,Extended,High School or Below,2011-01-15,Employed,F,82477,Suburban,Married,90,1.0,69,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,432.0,Two-Door Car,Large,January
GM84292,California,14723.40712,No,Extended,Master,2011-01-13,Employed,F,38401,Suburban,Married,92,,62,,2,Corporate Auto,Corporate L1,Offer1,Agent,441.6,Four-Door Car,Medsize,January
BK59444,California,18929.3306,No,Basic,Master,2011-02-05,Employed,F,72196,Rural,Single,68,8.0,61,0.0,2,Personal Auto,Personal L2,Offer2,Branch,152.184244,Four-Door Car,Medsize,February
BD36887,Nevada,4171.18715,No,Basic,College,2011-01-27,Employed,F,37478,Suburban,Married,105,4.0,53,0.0,1,Personal Auto,Personal L1,Offer1,Agent,653.685468,Sports Car,Medsize,January
EA52579,California,7687.296987,No,Basic,Bachelor,2011-02-26,Unemployed,F,0,Suburban,Divorced,109,0.0,5,0.0,3,Personal Auto,Personal L1,Offer3,Call Center,523.2,SUV,Medsize,February
NG82219,Oregon,2582.408525,Yes,Basic,Bachelor,2011-02-14,Employed,F,76731,Urban,Married,64,2.0,68,0.0,1,Personal Auto,Personal L3,Offer2,Agent,201.455005,Four-Door Car,Medsize,February
GP39118,Washington,4996.552721,No,Basic,High School or Below,2011-02-17,Employed,M,71600,Rural,Married,63,17.0,43,0.0,7,Personal Auto,Personal L2,Offer2,Call Center,46.158117,Two-Door Car,Medsize,February
MM27192,,11981.98481,,Basic,Master,2011-01-20,Retired,F,21514,Urban,Married,62,0.0,59,0.0,2,Personal Auto,Personal L2,Offer1,Agent,257.248789,Two-Door Car,Medsize,January
KI64666,Nevada,22445.28088,No,Basic,Bachelor,2011-02-28,Unemployed,F,0,Suburban,Single,71,32.0,35,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,511.2,Four-Door Car,Medsize,February
QZ19741,Oregon,13815.7802,No,Premium,College,2011-01-03,Employed,F,96745,Suburban,Married,179,14.0,25,5.0,3,Personal Auto,Personal L1,Offer2,Branch,859.2,SUV,Medsize,January
JQ60102,,8392.618913,,Basic,Master,2011-02-08,Unemployed,M,0,Suburban,Married,111,6.0,51,0.0,4,Corporate Auto,Corporate L2,Offer3,Branch,617.396701,Sports Car,Medsize,February
GP20408,Oregon,3808.122147,Yes,Extended,College,2011-01-28,Employed,F,94903,Suburban,Married,94,3.0,38,0.0,1,Personal Auto,Personal L3,Offer2,Agent,451.2,Two-Door Car,Small,January
PS57128,California,3834.735196,No,Extended,Bachelor,2011-01-31,Employed,F,41341,Rural,Single,99,,64,,1,Personal Auto,Personal L2,Offer3,Agent,240.24432,Four-Door Car,Medsize,January
ND42562,California,8991.124186,No,Extended,High School or Below,2011-01-25,Unemployed,M,0,Suburban,Single,127,,25,,4,Personal Auto,Personal L3,Offer2,Call Center,1176.285998,Sports Car,Large,January
KC22636,,5488.931031,,Basic,High School or Below,2011-02-17,Employed,F,33881,Rural,Married,68,11.0,83,0.0,9,Personal Auto,Personal L3,Offer2,Web,65.659137,Four-Door Car,Large,February
VW74085,Oregon,5932.560456,No,Basic,High School or Below,2011-01-27,Employed,F,48278,Rural,Married,74,22.0,7,0.0,4,Personal Auto,Personal L3,Offer1,Web,98.198664,Two-Door Car,Medsize,January
QC50643,California,5438.696611,No,Extended,Bachelor,2011-01-25,Employed,F,52721,Urban,Married,136,34.0,29,0.0,1,Personal Auto,Personal L3,Offer1,Branch,550.127548,SUV,Medsize,January
TB56369,California,12472.1199,No,Premium,Bachelor,2011-02-26,Employed,F,36551,Rural,Single,107,12.0,25,0.0,2,Personal Auto,Personal L3,Offer1,Branch,53.837271,Four-Door Car,Medsize,February
WK18603,,5272.518472,,Basic,Doctor,2011-02-18,Employed,M,85607,Rural,Single,66,,1,,3,Personal Auto,Personal L2,Offer2,Agent,67.647131,Four-Door Car,Medsize,February
RR73059,California,2994.351694,No,Basic,College,2011-01-29,Employed,F,55911,Urban,Married,74,7.0,40,0.0,1,Personal Auto,Personal L1,Offer1,Web,187.934331,Four-Door Car,Medsize,January
XX94684,Nevada,5079.674786,No,Extended,High School or Below,2011-01-28,Employed,M,50052,Suburban,Single,130,6.0,50,0.0,1,Personal Auto,Personal L2,Offer1,Agent,624.0,Sports Car,Small,January
LN87823,California,4414.577688,No,Basic,High School or Below,2011-01-09,Unemployed,F,0,Suburban,Single,61,23.0,46,0.0,7,Personal Auto,Personal L2,Offer3,Agent,643.877067,Four-Door Car,Medsize,January
SI35064,Washington,9521.676094,No,Basic,Bachelor,2011-02-17,Employed,F,74583,Rural,Married,118,31.0,20,0.0,4,Personal Auto,Personal L1,Offer1,Agent,161.210468,SUV,Medsize,February
UF84144,Washington,3312.323945,No,Extended,College,2011-01-08,Employed,M,26285,Suburban,Married,84,7.0,1,0.0,1,Corporate Auto,Corporate L2,Offer3,Call Center,403.2,Four-Door Car,Medsize,January
KB72438,California,19834.20115,No,Extended,High School or Below,2011-01-06,Employed,F,65989,Rural,Married,123,4.0,43,1.0,2,Personal Auto,Personal L3,Offer3,Call Center,115.545086,SUV,Medsize,January
JR59597,California,6332.941818,No,Extended,Bachelor,2011-02-27,Employed,M,50843,Suburban,Single,82,12.0,65,0.0,3,Personal Auto,Personal L3,Offer3,Call Center,393.6,Two-Door Car,Small,February
MY88518,Nevada,3528.044252,Yes,Extended,Doctor,2011-02-01,Employed,M,31278,Suburban,Married,92,24.0,95,4.0,1,Personal Auto,Personal L1,Offer1,Branch,441.6,Two-Door Car,Medsize,February
OU99581,California,19363.52743,No,Basic,Bachelor,2011-01-06,Employed,M,49945,Rural,Married,70,21.0,65,0.0,2,Personal Auto,Personal L2,Offer2,Call Center,50.40447,Four-Door Car,Large,January
WT59944,California,17557.54051,No,Premium,College,2011-02-15,Employed,F,68273,Rural,Divorced,146,23.0,93,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,76.475359,Sports Car,Medsize,February
YZ36062,Oregon,6529.431827,No,Basic,Bachelor,2011-02-05,Medical Leave,M,13476,Suburban,Single,67,3.0,30,2.0,2,Corporate Auto,Corporate L3,Offer3,Branch,433.588181,Four-Door Car,Medsize,February
DP50922,,12663.99057,,Basic,High School or Below,2011-02-05,Employed,M,72109,Suburban,Married,105,31.0,34,0.0,2,Personal Auto,Personal L3,Offer2,Web,504.0,Sports Car,Medsize,February
DZ38951,Oregon,6438.995346,No,Extended,High School or Below,2011-02-17,Medical Leave,M,19831,Suburban,Married,83,8.0,88,0.0,7,Personal Auto,Personal L2,Offer1,Agent,398.4,,,February
CZ35936,California,8791.444942,No,Basic,High School or Below,2011-01-12,Employed,F,54094,Urban,Single,112,9.0,51,0.0,4,Corporate Auto,Corporate L2,Offer1,Agent,502.994931,SUV,Medsize,January
KG83280,California,3096.511217,Yes,Extended,College,2011-02-12,Employed,F,21604,Suburban,Divorced,79,14.0,28,0.0,1,Personal Auto,Personal L1,Offer1,Branch,379.2,Four-Door Car,Medsize,February
NS39326,,4625.548098,,Basic,College,2011-02-28,Employed,F,66670,Urban,Married,114,23.0,6,0.0,1,Personal Auto,Personal L3,Offer3,Agent,518.180364,SUV,Medsize,February
VC83809,California,3436.134281,Yes,Extended,Doctor,2011-02-18,Employed,M,30817,Rural,Divorced,88,25.0,43,0.0,1,Personal Auto,Personal L3,Offer2,Branch,91.834668,Four-Door Car,Medsize,February
KX99703,Oregon,6273.911874,Yes,Extended,College,2011-02-16,Retired,F,18577,Suburban,Divorced,86,21.0,76,0.0,6,Personal Auto,Personal L3,Offer1,Branch,412.8,Four-Door Car,Medsize,February
YY74036,California,2464.238061,No,Basic,College,2011-02-20,Employed,M,72834,Rural,Divorced,65,12.0,81,3.0,1,Corporate Auto,Corporate L3,Offer1,Call Center,91.941259,Four-Door Car,Medsize,February
PD79570,Oregon,4334.210791,No,Premium,Bachelor,2011-02-21,Unemployed,F,0,Suburban,Single,116,6.0,87,0.0,1,Personal Auto,Personal L3,Offer2,Agent,1065.617464,Four-Door Car,Small,February
HX96638,Arizona,2052.948967,No,Basic,College,2011-02-02,Unemployed,M,0,Suburban,Single,67,33.0,21,2.0,1,Personal Auto,Personal L3,Offer3,Agent,806.180375,Four-Door Car,Large,February
EM43724,Nevada,2509.107875,No,Basic,Bachelor,2011-02-16,Employed,F,33555,Rural,Married,63,17.0,11,0.0,1,Personal Auto,Personal L3,Offer1,Agent,101.89645,Four-Door Car,Medsize,February
GD59796,Nevada,23228.23674,No,Premium,College,2011-02-15,Employed,F,53243,Suburban,Single,102,26.0,96,3.0,2,Personal Auto,Personal L3,Offer1,Agent,489.6,Four-Door Car,Small,February
MU63232,Arizona,5351.853544,No,Extended,Master,2011-02-18,Employed,M,54817,Rural,Single,137,24.0,28,0.0,1,Personal Auto,Personal L2,Offer2,Agent,209.504391,SUV,Medsize,February
QW81912,California,8006.219948,No,Extended,High School or Below,2011-01-01,Employed,F,63762,Rural,Married,99,13.0,55,0.0,4,Personal Auto,Personal L1,Offer2,Branch,108.161276,Four-Door Car,Medsize,January
AN79079,Arizona,12731.95161,Yes,Basic,Doctor,2011-01-14,Employed,M,40870,Suburban,Married,105,3.0,56,0.0,2,Personal Auto,Personal L2,Offer1,Agent,504.0,SUV,Large,January
GA63091,California,9747.99401,No,Extended,College,2011-01-31,Unemployed,M,0,Suburban,Divorced,92,7.0,89,0.0,2,Personal Auto,Personal L3,Offer1,Agent,514.360634,,,January
PM27367,California,2778.903705,No,Basic,Master,2011-02-27,Employed,F,73570,Rural,Single,70,0.0,46,1.0,1,Special Auto,Special L3,Offer2,Branch,75.936096,Two-Door Car,Medsize,February
VY90611,California,2499.036551,No,Basic,Master,2011-01-27,Employed,F,28264,Suburban,Divorced,63,22.0,9,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,364.622773,,,January
NM22175,Oregon,11490.33618,No,Premium,College,2011-01-09,Unemployed,M,0,Suburban,Married,161,0.0,94,0.0,3,Personal Auto,Personal L3,Offer2,Branch,1052.933035,SUV,Large,January
YV22553,Arizona,8668.611261,No,Basic,High School or Below,2011-02-20,Employed,M,21474,Urban,Married,114,13.0,72,2.0,9,Corporate Auto,Corporate L3,Offer1,Agent,373.428187,SUV,Small,February
QW60568,California,8888.143979,No,Premium,College,2011-02-06,Employed,M,58789,Rural,Married,111,4.0,69,0.0,3,Corporate Auto,Corporate L2,Offer3,Call Center,215.438825,Four-Door Car,Medsize,February
FS38926,California,9685.542977,No,Extended,Bachelor,2011-02-22,Employed,F,66022,Rural,Married,239,17.0,80,0.0,1,Personal Auto,Personal L2,Offer4,Web,538.229502,Luxury Car,Medsize,February
FS49381,Oregon,4784.960513,No,Basic,Bachelor,2011-01-26,Employed,F,25813,Urban,Divorced,61,16.0,97,0.0,8,Personal Auto,Personal L1,Offer3,Agent,205.332749,Four-Door Car,Medsize,January
BU59722,Washington,5037.953998,No,Basic,High School or Below,2011-01-09,Unemployed,M,0,Suburban,Married,68,28.0,23,1.0,9,Personal Auto,Personal L2,Offer3,Web,326.4,Four-Door Car,Medsize,January
YW88487,Arizona,7457.344801,No,Basic,College,2011-01-03,Employed,F,43406,Suburban,Married,187,6.0,49,0.0,1,Personal Auto,Personal L2,Offer3,Agent,897.6,Luxury SUV,Medsize,January
EZ41764,California,2498.963061,No,Basic,Bachelor,2011-02-26,Employed,M,76792,Suburban,Married,62,12.0,27,0.0,1,Personal Auto,Personal L2,Offer3,Agent,297.6,Four-Door Car,Medsize,February
KC67652,Arizona,10876.4794,No,Extended,Doctor,2011-02-04,Employed,M,71255,Rural,Single,138,28.0,16,0.0,4,Personal Auto,Personal L1,Offer1,Agent,138.633681,Sports Car,Medsize,February
XS12556,,3683.099864,,Basic,College,2011-01-06,Unemployed,F,0,Suburban,Married,101,19.0,16,0.0,1,Corporate Auto,Corporate L2,Offer4,Call Center,564.466556,Sports Car,Medsize,January
WL46640,Nevada,4482.015107,No,Basic,College,2011-02-03,Employed,M,62977,Suburban,Single,115,34.0,40,0.0,1,Corporate Auto,Corporate L3,Offer3,Agent,552.0,SUV,Small,February
HD44279,Arizona,5090.44875,No,Basic,Bachelor,2011-02-08,Disabled,F,25226,Suburban,Divorced,71,13.0,97,1.0,4,Personal Auto,Personal L2,Offer1,Branch,340.8,Four-Door Car,Medsize,February
YA71207,California,8708.27928,No,Basic,High School or Below,2011-01-02,Employed,F,30090,Urban,Married,73,10.0,3,0.0,2,Corporate Auto,Corporate L3,Offer2,Web,329.517492,Two-Door Car,Large,January
UV89069,Nevada,2802.621642,No,Basic,Bachelor,2011-01-15,Employed,F,34628,Rural,Married,71,21.0,31,0.0,1,Personal Auto,Personal L3,Offer2,Branch,132.517983,Four-Door Car,Medsize,January
TJ90326,California,13530.02906,No,Extended,Doctor,2011-02-02,Employed,F,75037,Rural,Married,85,5.0,27,2.0,2,Personal Auto,Personal L3,Offer2,Call Center,180.555113,Four-Door Car,Small,February
IP87756,Washington,4151.551337,No,Extended,High School or Below,2011-01-17,Unemployed,M,0,Suburban,Single,125,23.0,64,0.0,1,Personal Auto,Personal L2,Offer1,Branch,900.0,SUV,Small,January
